"Index","KernelName","gpu-id","queue-id","queue-index","pid","tid","grd","wgr","lds","scr","vgpr","sgpr","fbar","sig","obj","GPUBusy","VALUBusy","SALUBusy","MemUnitBusy","SFetchInsts","FetchSize","DispatchNs","BeginNs","EndNs","CompleteNs","DurationNs"
183,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,4,23,8368,8377,112640,256,2048,0,32,80,80896,"0x14b99bdd7200","0x14b893f45ec0",100,47.2725289599,10.841329886,99.9608022251,7,18641.875,1026432627598194,1026432512691844,1026432628311413,1026432628380008,115619569
184,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,5,23,8368,8375,112640,256,2048,0,32,80,80896,"0x14b99bdd7700","0x14b893f45ec0",100,47.2731734827,10.8414776988,99.9608016906,7,18641.875,1026432627603153,1026432514030732,1026432628268533,1026432628270786,114237801
185,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,23,8368,8376,112640,256,2048,0,32,80,80896,"0x14b99bdd7100","0x14b898045ec0",100,26.1090632073,6.1130532095,61.2462775719,7,16532.375,1026432628273912,1026432512769891,1026432628829623,1026432629579451,116059732
186,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,3,22,8368,8374,112640,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b898045ec0",100,47.7784356247,10.8684382637,94.9441499432,7,20418.6875,1026432628272029,1026432512663971,1026432629174905,1026432629899771,116510934
187,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,1,23,8368,8368,112640,256,2048,0,32,80,80896,"0x14b99bdd7080","0x14b898045ec0",100,47.779038667,10.8685754413,94.9453482942,7,20418.6875,1026432628332335,1026432628227060,1026432629148505,1026432629896535,921445
188,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",1,6,23,8368,8372,112640,256,2048,0,28,72,63424,"0x14b99bdd7700","0x14b893f45e00",100,30.8747341093,8.9369595103,48.3313323797,6,8221.5625,1026432629267857,1026432627368208,1026432630358145,1026432630359982,2989937
189,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,2,23,8368,8374,112640,256,2048,0,28,72,63424,"0x14b99bdd7000","0x14b898045e00",100,28.8389604502,8.347687172,46.0787910239,6,8225.25,1026432630145116,1026432514171820,1026432630529953,1026432630734768,116358133
190,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE16fill_send_bufferERNS_11DeviceArrayIdEERKS3_RNS_8SettingsERNS_6DomainIdEEd_l174.kd",1,7,23,8368,8378,112640,256,2048,128,40,88,48448,"0x14b99bdd7180","0x14b893f45d80",100,33.6018598388,6.6354098729,98.7157679549,5,42370.1875,1026432630382025,1026432628333173,1026432630921189,1026432630922752,2588016
191,"__omp_offloading_43b2fce4_e80082d4__ZN7Poisson6JacobiIdE17relaxation_kernelERNS_6DomainIdEEdllllll_l138.kd",1,4,24,8368,8368,112640,256,2048,0,40,80,56320,"0x14b99bdd6f00","0x14b893f45dc0",100,33.6016006272,6.6353586859,98.7150064414,5,42370.1875,1026432630383438,1026432628311565,1026432744524101,1026432744676765,116212536
192,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE16fill_send_bufferERNS_11DeviceArrayIdEERKS3_RNS_8SettingsERNS_6DomainIdEEd_l174.kd",0,3,23,8368,8376,112640,256,2048,128,40,88,48448,"0x14b99bdd7100","0x14b898045d80",100,33.4419159061,6.4669717898,98.6939912588,5,49237.1875,1026432630764135,1026432629174905,1026432631335238,1026432631336884,2160333
193,"__omp_offloading_43b2fce4_e80082d4__ZN7Poisson6JacobiIdE17relaxation_kernelERNS_6DomainIdEEdllllll_l138.kd",0,0,24,8368,8372,112640,256,2048,0,40,80,56320,"0x14b99bdd7080","0x14b898045dc0",100,33.4416927607,6.4669286381,98.6933327106,5,49237.1875,1026432630769946,1026432628829699,1026432721849135,1026432721994689,93019436
194,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,1,24,8368,8376,112640,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b898045ec0",100,42.6715541352,9.5260926975,99.9910219065,7.0295454545,23231.875,1026432722029887,1026432629148581,1026432723115861,1026432723118105,93967280
195,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,24,8368,8378,112640,256,2048,0,32,80,80896,"0x14b99bdd7200","0x14b898045ec0",100,42.6711284625,9.5259976693,99.9900244401,7.0295454545,16208.5625,1026432722030989,1026432630530029,1026432723157941,1026432723159294,92627912
196,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,3,24,8368,8372,112640,256,2048,0,32,80,80896,"0x14b99bdd7700","0x14b898045ec0",100,42.6711284625,9.5259976693,99.9900244401,7.0295454545,8222.9375,1026432722036751,1026432631335314,1026432723176502,1026432723180215,91841188
197,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,0,25,8368,8378,112640,256,2048,0,28,72,63424,"0x14b99bdd7100","0x14b898045e00",100,26.7582623816,7.7454110738,48.2667061467,6,8222.9375,1026432723248417,1026432721849135,1026432723485463,1026432723501798,1636328
198,"__omp_offloading_43b2fce4_e80082d4__ZN7Poisson6JacobiIdE17relaxation_kernelERNS_6DomainIdEEdllllll_l138.kd",0,1,25,8368,8375,112640,256,2048,0,40,80,56320,"0x14b99bdd7080","0x14b898045dc0",100,24.6963722443,4.4529053608,99.4555917938,6,412073.875,1026432723517207,1026432723115807,1026432814328031,1026432815004189,91212224
199,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,5,24,8368,8378,112640,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b893f45ec0",100,47.8786428241,10.7887848215,99.8938311609,7.0357954545,21151.75,1026432744735679,1026432628268685,1026432745885228,1026432745909131,117616543
200,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,6,24,8368,8377,112640,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b893f45ec0",100,47.8792304868,10.7889172431,99.8939832828,7.0357954545,21151.75,1026432744738384,1026432630358298,1026432745847308,1026432745914091,115489010
201,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,7,24,8368,8376,112640,256,2048,0,32,80,80896,"0x14b99bdd7200","0x14b893f45ec0",100,47.8786428241,10.7887848215,99.8938311609,7.0357954545,21151.75,1026432744739105,1026432630921341,1026432745906028,1026432745917578,114984687
202,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",1,4,25,8368,8378,112640,256,2048,0,28,72,63424,"0x14b99bdd7100","0x14b893f45e00",100,30.2966309289,8.7696225319,48.8803421481,6,8221.625,1026432745983906,1026432744524101,1026432746508591,1026432746604558,1984490
203,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE16fill_send_bufferERNS_11DeviceArrayIdEERKS3_RNS_8SettingsERNS_6DomainIdEEd_l174.kd",0,2,25,8368,8368,112640,256,2048,128,40,88,48448,"0x14b99bdd6f00","0x14b898045d80",100,24.6963930303,4.4529091087,99.4556755019,6,412073.875,1026432745986321,1026432723157941,1026432747170085,1026432747171285,24012144
204,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE16fill_send_bufferERNS_11DeviceArrayIdEERKS3_RNS_8SettingsERNS_6DomainIdEEd_l174.kd",1,5,25,8368,8376,112640,256,2048,128,40,88,48448,"0x14b99bdd7700","0x14b893f45d80",100,33.7239892687,6.7580888907,98.6128444183,5,40292.75,1026432746627803,1026432745885228,1026432747097715,1026432747099236,1212487
205,"__omp_offloading_43b2fce4_e80082d4__ZN7Poisson6JacobiIdE17relaxation_kernelERNS_6DomainIdEEdllllll_l138.kd",1,6,25,8368,8374,112640,256,2048,0,40,80,56320,"0x14b99bdd7000","0x14b893f45dc0",100,33.7237141931,6.7580337671,98.6120400656,5,40292.75,1026432746631881,1026432745847202,1026432837354628,1026432837556423,91507426
206,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",0,3,25,8368,8374,112640,256,2048,0,16,40,66176,"0x14b99bdd7200","0x14b898045e40",100,40.624576472,21.6814067776,78.6448213491,6,8222.6875,1026432837651116,1026432723176447,1026432840033624,1026432840477850,116857177
207,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",0,0,26,8368,8376,112640,256,2048,0,16,40,66176,"0x14b99bdd7180","0x14b898045e40",100,40.1770874877,17.1551120843,69.4292691002,9.2096590909,8287.9375,1026432837674452,1026432723485409,1026432838771856,1026432838774332,115286447
208,"__omp_offloading_43b2fce4_4401ca68__ZN7Poisson9InjectionIdE11restrict_toERNS_11DeviceArrayIdEES4__l47.kd",0,2,26,8368,8378,112640,256,2048,0,28,64,12928,"0x14b99bdd6f00","0x14b898045c40",100,40.1770874877,17.1551120843,69.4292691002,9.2096590909,8287.9375,1026432837675343,1026432747170031,1026432838773616,1026432838777257,91603585
209,"__omp_offloading_43b2fce4_4401ca68__ZN7Poisson9InjectionIdE11restrict_toERNS_11DeviceArrayIdEES4__l47.kd",0,1,26,8368,8375,112640,256,2048,0,28,64,12928,"0x14b99bdd7100","0x14b898045c40",100,40.1781960658,17.1555854333,69.4311848132,9.2096590909,8287.9375,1026432837674732,1026432814328031,1026432838766416,1026432838768931,24438385
210,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",1,7,25,8368,8368,112640,256,2048,0,16,40,66176,"0x14b99bdd7700","0x14b893f45e40",100,7.431069285,5.5102429754,6.4042754222,3,9.5,1026432837674942,1026432745905922,1026432838804556,1026432838819659,92898634
211,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,27,8368,8377,112640,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b898045ec0",100,41.80271185,25.1854624812,74.6466706503,3,14459.25,1026432838755936,1026432838771856,1026432839538421,1026432839775831,766565
212,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE11restrict_toERNS_11DeviceArrayIdEERNS_8BoundaryIdEERNS_8SettingsERNS_11RestrictionIdEE_l230.kd",0,1,27,8368,8375,112640,256,2048,0,32,96,89280,"0x14b99bdd7100","0x14b898045f00",100,40.6248635066,21.6815599684,78.6453770172,7,14459.25,1026432838781295,1026432838766416,1026432839737782,1026432839779268,971366
213,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",0,2,27,8368,8376,112640,256,2048,0,16,40,66176,"0x14b99bdd7180","0x14b898045e40",100,41.8016258396,25.1848081774,74.6447313728,7,14459.25,1026432838783099,1026432838773616,1026432839556981,1026432839943816,783365
214,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,3,26,8368,8373,112640,256,2048,0,32,80,80896,"0x14b99bdd7080","0x14b898045ec0",100,26.9519445799,6.3349199022,62.0605162112,7,16531.375,1026432838819840,1026432840033624,1026432840284505,1026432840480916,250881
215,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",1,4,26,8368,8368,112640,256,2048,0,16,40,66176,"0x14b99bdd7700","0x14b893f45e40",100,8.1894613794,6.5925148047,5.3279991522,3,7.6875,1026432838831432,1026432746508485,1026432839695441,1026432839781602,93186956
216,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,0,28,8368,8372,112640,256,2048,0,28,72,63424,"0x14b99bdd6f80","0x14b898045e00",100,27.3449739759,7.7589209761,47.0681903854,7,16531.375,1026432839428859,1026432839538421,1026432840106264,1026432840746982,567843
217,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE11restrict_toERNS_11DeviceArrayIdEERNS_8BoundaryIdEERNS_8SettingsERNS_11RestrictionIdEE_l230.kd",0,3,27,8368,8373,112640,256,2048,0,32,96,89280,"0x14b99bdd6f00","0x14b898045f00",100,14.8186391919,4.8500996676,50.6159584972,7,14443.25,1026432839710014,1026432840284505,1026432840524347,1026432840745799,239842
218,"__omp_offloading_43b2fce4_4401ca68__ZN7Poisson9InjectionIdE11restrict_toERNS_11DeviceArrayIdEES4__l47.kd",0,1,28,8368,8375,112640,256,2048,0,28,64,12928,"0x14b99bdd7700","0x14b898045c40",100,13.7917810693,5.492364547,28.8627188532,6,4148.625,1026432839793555,1026432839737782,1026432840841309,1026432840868116,1103527
219,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",0,3,28,8368,8378,112640,256,2048,0,16,40,66176,"0x14b99bdd7180","0x14b898045e40",100,6.8559553063,5.5190426773,4.3998048146,3,7.625,1026432840201856,1026432840524347,1026432841162111,1026432841165151,637764
220,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,28,8368,8377,112640,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b898045ec0",100,26.1936251955,6.15668072,59.8686275536,7,16531.875,1026432839799667,1026432839556981,1026432841501473,1026432841503647,1944492
221,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",1,5,26,8368,8368,112640,256,2048,0,16,40,66176,"0x14b99bdd7100","0x14b893f45e40",100,8.1635070331,6.5716215611,5.2472885414,3,7.875,1026432839791301,1026432747097609,1026432841440092,1026432841479771,94342483
222,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE11restrict_toERNS_11DeviceArrayIdEERNS_8BoundaryIdEERNS_8SettingsERNS_11RestrictionIdEE_l230.kd",0,1,29,8368,8375,112640,256,2048,0,32,96,89280,"0x14b99bdd6f80","0x14b898045f00",100,52.2464905749,12.2802765486,119.4155319038,7,16531.875,1026432840878767,1026432840841309,1026432841675074,1026432841882370,833765
223,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",1,7,26,8368,8378,112640,256,2048,0,16,40,66176,"0x14b99bdd7700","0x14b893f45e40",100,47.9856382568,25.7914544482,67.3352024285,6,4145.375,1026432841158959,1026432838804556,1026432843109382,1026432844822784,4304826
224,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",0,0,29,8368,8374,112640,256,2048,0,16,40,66176,"0x14b99bdd7200","0x14b898045e40",100,8.0292673534,5.9911719486,4.2733705594,3,10.875,1026432840500775,1026432840106264,1026432841975396,1026432842497361,1869132
225,"__omp_offloading_43b2fce4_4401ca68__ZN7Poisson9InjectionIdE11restrict_toERNS_11DeviceArrayIdEES4__l47.kd",1,4,27,8368,8376,112640,256,2048,0,28,64,12928,"0x14b99bdd6f00","0x14b893f45c40",100,52.7060268337,28.7602775475,83.0302262749,3,4145.375,1026432841176513,1026432839695441,1026432842189536,1026432842367199,2494095
226,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,6,26,8368,8372,112640,256,2048,0,32,80,80896,"0x14b99bdd7080","0x14b893f45ec0",100,27.6291266259,6.4940881584,67.7762935236,7,16532.5,1026432840782540,1026432837354628,1026432841785534,1026432842369674,4430906
227,"__omp_offloading_43b2fce4_e8007dbb__ZN7Poisson11DeviceArrayIdE9init_zeroEv_l122.kd",1,5,27,8368,8368,112640,256,2048,0,16,40,66176,"0x14b99bdd7180","0x14b893f45e40",100,52.7042468861,28.7593062775,83.0274222417,6,4145.375,1026432841487816,1026432841440092,1026432842198816,1026432842365456,758724
228,"__omp_offloading_43b2fce4_f60002d9__ZN7Poisson8residualIdEEvRNS_6DomainIT_EEb_l58.kd",0,2,29,8368,8373,112640,256,2048,0,40,72,110656,"0x14b99bdd7000","0x14b898045f80",100,26.3157621208,4.3680930981,90.6183470863,4,49697742.75,1026432841519808,1026432841501667,1026432928396266,1026432928586809,86894599
229,"__omp_offloading_43b2fce4_4401ca68__ZN7Poisson9InjectionIdE11restrict_toERNS_11DeviceArrayIdEES4__l47.kd",1,6,27,8368,8377,112640,256,2048,0,28,64,12928,"0x14b99bdd7100","0x14b893f45c40",100,47.9863930209,25.7918601209,67.3362615411,6,4145.375,1026432841723082,1026432841785534,1026432842356417,1026432842504936,570883
230,"__omp_offloading_43b2fce4_4401ca68__ZN7Poisson9InjectionIdE11restrict_toERNS_11DeviceArrayIdEES4__l47.kd",1,7,27,8368,8375,112640,256,2048,0,28,64,12928,"0x14b99bdd6f80","0x14b893f45c40",100,17.3742048228,6.4689742215,35.1222411513,6,4148.0625,1026432841986532,1026432843109382,1026432844052267,1026432844139231,942885
231,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,4,28,8368,8368,112640,256,2048,0,32,80,80896,"0x14b99bdd7180","0x14b893f45ec0",100,7.5115177899,2.7967792162,15.1846569048,6,4148.0625,1026432842379623,1026432842189536,1026432844263309,1026432845114800,2073773
232,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,6,28,8368,8372,112640,256,2048,0,32,80,80896,"0x14b99bdd7080","0x14b893f45ec0",100,25.4720579144,5.9874036699,62.0465991759,7.0232954545,16538.8125,1026432842392157,1026432842356417,1026432845253875,1026432845364974,2897458
233,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE11restrict_toERNS_11DeviceArrayIdEERNS_8BoundaryIdEERNS_8SettingsERNS_11RestrictionIdEE_l230.kd",1,4,29,8368,8375,112640,256,2048,0,32,96,89280,"0x14b99bdd6f80","0x14b893f45f00",100,31.9041401227,11.2881239977,85.7440524357,6,8221.4375,1026432844214436,1026432844263309,1026432845847958,1026432845856256,1584649
234,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE11restrict_toERNS_11DeviceArrayIdEERNS_8BoundaryIdEERNS_8SettingsERNS_11RestrictionIdEE_l230.kd",1,5,28,8368,8376,112640,256,2048,0,32,96,89280,"0x14b99bdd6f00","0x14b893f45f00",100,11.6297281159,3.8063778825,49.3124062093,7,10827.5625,1026432842389432,1026432842198816,1026432845754357,1026432845757875,3555541
235,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE11restrict_toERNS_11DeviceArrayIdEERNS_8BoundaryIdEERNS_8SettingsERNS_11RestrictionIdEE_l230.kd",1,7,28,8368,8377,112640,256,2048,0,32,96,89280,"0x14b99bdd7100","0x14b893f45f00",100,31.9028493455,11.287667303,85.7405834041,6,8221.4375,1026432844033486,1026432844052267,1026432845872278,1026432845873449,1820011
236,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",1,5,29,8368,8374,112640,256,2048,0,28,72,63424,"0x14b99bdd7700","0x14b893f45e00",100,26.2777405,7.6063198484,41.1345156697,6,8221.4375,1026432845711576,1026432845754357,1026432845982679,1026432846077955,228322
237,"__omp_offloading_43b2fce4_f60002d9__ZN7Poisson8residualIdEEvRNS_6DomainIT_EEb_l58.kd",1,6,29,8368,8372,112640,256,2048,0,40,72,110656,"0x14b99bdd7200","0x14b893f45f80",100,26.2452746936,4.3563930515,90.0997840911,4,48910512.8125,1026432846095218,1026432845253937,1026432932443898,1026432932626282,87189961
238,"__omp_offloading_43b2fce4_4401ca68__ZN7Poisson9InjectionIdE11restrict_toERNS_11DeviceArrayIdEES4__l47.kd",0,3,29,8368,8376,112640,256,2048,0,28,64,12928,"0x14b99bdd7180","0x14b898045c40",100,37.7137491281,9.015564807,79.434508942,6,2132203.375,1026432928618471,1026432841162305,1026432933992779,1026432934071000,92830474
239,"__omp_offloading_43b2fce4_4401ca68__ZN7Poisson9InjectionIdE11restrict_toERNS_11DeviceArrayIdEES4__l47.kd",1,7,29,8368,8374,112640,256,2048,0,28,64,12928,"0x14b99bdd7080","0x14b893f45c40",100,37.7773413597,9.0307666869,79.7276683221,6,2131617.5625,1026432932660719,1026432845872341,1026432938078331,1026432938286935,92205990
240,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,0,30,8368,8373,112640,256,2048,0,32,80,80896,"0x14b99bdd6f80","0x14b898045ec0",100,17.2704134656,5.8214799738,30.9779560847,7,4128.1875,1026432938349626,1026432841975589,1026432939245130,1026432939246553,97269541
241,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,4,30,8368,8377,112640,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b893f45ec0",100,19.691380382,6.6375351568,29.7547464463,7,4157.375,1026432938348654,1026432845848021,1026432939553860,1026432939885621,93705839
242,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,1,30,8368,8375,112640,256,2048,0,32,80,80896,"0x14b99bdd7100","0x14b898045ec0",100,13.5187902528,4.5568895547,33.7686567164,6,2068.125,1026432938355337,1026432841675268,1026432939702093,1026432939721793,98026825
243,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,5,30,8368,8376,112640,256,2048,0,32,80,80896,"0x14b99bdd7700","0x14b893f45ec0",100,15.1732216997,5.1145623374,43.0924294106,7,4123.3125,1026432938356570,1026432845982741,1026432939416259,1026432939724098,93433518
244,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,30,8368,8374,112640,256,2048,0,32,80,80896,"0x14b99bdd7200","0x14b898045ec0",100,15.7628732398,5.3133210203,39.3741633199,7,4154.75,1026432938363232,1026432928396266,1026432939529932,1026432939878727,11133666
245,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,6,30,8368,8368,112640,256,2048,0,32,80,80896,"0x14b99bdd7080","0x14b893f45ec0",100,17.0839572649,5.7586296523,30.7581932235,7,4157.375,1026432938445011,1026432932443898,1026432939667781,1026432939875531,7223883
246,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",1,7,30,8368,8372,112640,256,2048,0,28,72,63424,"0x14b99bdd7180","0x14b893f45e00",100,17.8168871627,6.0056843468,32.0777703605,7,4157.375,1026432938922816,1026432938078331,1026432939864742,1026432939890710,1786411
247,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l91.kd",0,3,30,8368,8378,112640,256,2048,0,28,72,63424,"0x14b99bdd7000","0x14b898045e00",100,14.4030301688,5.8380700701,27.2128550538,6,2068.125,1026432939057677,1026432933992779,1026432939835054,1026432939888646,5842275
248,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE16fill_send_bufferERNS_11DeviceArrayIdEERKS3_RNS_8SettingsERNS_6DomainIdEEd_l174.kd",0,1,31,8368,8374,112640,256,2048,128,40,88,48448,"0x14b99bdd7100","0x14b898045d80",100,30.3504782865,5.6562131892,94.7252625471,5.5,230662.5,1026432939910769,1026432941513944,1026432941682905,1026432941743398,168961
249,"__omp_offloading_43b2fce4_f60002d8__ZN7Poisson11OMPBoundaryIdE16fill_send_bufferERNS_11DeviceArrayIdEERKS3_RNS_8SettingsERNS_6DomainIdEEd_l174.kd",1,4,31,8368,8373,112640,256,2048,128,40,88,48448,"0x14b99bdd7700","0x14b893f45d80",100,14.8895530146,4.3470338783,41.6659222323,6,8254.5,1026432939914096,1026432939553860,1026432941093069,1026432941095473,1539209
250,"__omp_offloading_43b2fce4_e80082d4__ZN7Poisson6JacobiIdE17relaxation_kernelERNS_6DomainIdEEdllllll_l138.kd",1,5,31,8368,8368,112640,256,2048,0,40,80,56320,"0x14b99bdd7080","0x14b893f45dc0",100,0.0553319804,0.016154279,0.154837287,6,8254.5,1026432939915649,1026432939416259,1026432951589932,1026432952303469,12173673
251,"__omp_offloading_43b2fce4_e80082d4__ZN7Poisson6JacobiIdE17relaxation_kernelERNS_6DomainIdEEdllllll_l138.kd",0,0,31,8368,8376,112640,256,2048,0,40,80,56320,"0x14b99bdd6f80","0x14b898045dc0",100,30.3504390622,5.6562058792,94.7251401262,5.5,230662.5,1026432939906200,1026432939245130,1026432951561524,1026432952308819,12316394
252,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,7,31,8368,8374,112640,256,2048,0,32,80,80896,"0x14b99bdd7000","0x14b893f45ec0",100,16.1055528028,5.2165807442,41.0993853647,7,4157.8125,1026432952343496,1026432939864742,1026432953594104,1026432953601061,13729362
253,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",0,2,31,8368,8377,112640,256,2048,0,32,80,80896,"0x14b99bdd6f00","0x14b898045ec0",100,0.0386809094,0.1865100329,200.4616862011,7.5272727273,4040.625,1026432952343686,1026432939529932,1026432953949218,1026432954013490,14419286
254,"__omp_offloading_43b2fce4_f60002d7__ZN7Poisson7NeumannIdE8write_toERNS_11DeviceArrayIdEERNS_8SettingsE_l112.kd",1,4,32,8368,8373,112640,256,2048,0,32,80,80896,"0x14b99bdd7700","0x14b893f45ec0",100,17.0374267829,5.742945241,30.7470316623,7,4126.75,1026432952345360,1026432941093069,1026432953681304,1026432953685365,12588235
